player_name,draft_round,draft_number,pts,ast_pct,reb_pct,ts_pct,usg_pct,champ,all_star
Kirk Hinrich,1,7,10.36923077,0.2414615385,0.1069230769,0.5121538462,0.1733846154,0,0
Klay Thompson,1,11,19.74,0.1128,0.1096,0.5706,0.2521,4,5
Kobe Bryant,1,13,24.2,0.2387,0.1604,0.5432,0.3116,5,18
Kosta Koufos,1,23,5.3,0.05218181818,0.3279090909,0.5352727273,0.1632727273,0,0
Kris Dunn,1,5,8.271428571,0.2487142857,0.1448571429,0.4548571429,0.1797142857,0,0
Kris Humphries,1,14,6.515384615,0.06669230769,0.3390769231,0.505,0.1906923077,0,0
Kristaps Porzingis,1,4,19.85714286,0.09128571429,0.2542857143,0.5628571429,0.2677142857,0,1
Kurt Thomas,1,10,7.476470588,0.07229411765,0.3149411765,0.5081764706,0.1672941176,0,0
Kwame Brown,1,1,6.166666667,0.066,0.30225,0.5118333333,0.1550833333,0,0
Kyle Anderson,1,30,6.8,0.1572222222,0.2103333333,0.5326666667,0.142,0,0
Kyle Korver,2,51,9.6,0.1027647059,0.1277058824,0.6015882353,0.1624117647,0,1
Kyle Kuzma,1,27,16.46666667,0.118,0.1936666667,0.5438333333,0.2303333333,1,0
Kyle Lowry,1,24,14.24705882,0.2961764706,0.1534117647,0.5661176471,0.2041764706,1,6
Kyle O'Quinn,2,49,5.1625,0.15625,0.336875,0.548625,0.182375,0,0
Kyle Singler,2,33,5.416666667,0.0495,0.148,0.5,0.1461666667,0,0
Kyrie Irving,1,1,23.775,0.2830833333,0.1231666667,0.5809166667,0.2901666667,1,8
Kyrylo Fesenko,2,38,2.24,0.0614,0.3504,0.4868,0.163,0,0
Lamar Odom,1,4,13.27142857,0.183,0.2762857143,0.5222857143,0.2004285714,2,0
LaMarcus Aldridge,1,2,18.6875,0.098125,0.2649375,0.548,0.253125,0,7
Lamond Murray,1,7,10.63333333,0.09255555556,0.2054444444,0.5044444444,0.2266666667,0,0
Lance Stephenson,2,40,7.62,0.2174,0.1788,0.4916,0.1959,0,0
Lance Thomas,0,0,4.555555556,0.063,0.1637777778,0.4882222222,0.1366666667,0,0
Landry Fields,2,39,5.46,0.104,0.1996,0.5122,0.1316,0,0
Landry Shamet,1,26,8.94,0.1096,0.0746,0.5698,0.1574,0,0
Langston Galloway,0,0,7.375,0.117,0.116,0.498,0.162625,0,0
LaPhonso Ellis,1,5,10.9,0.08557142857,0.2402857143,0.492,0.2098571429,0,0
Larry Hughes,1,8,13.16153846,0.1717692308,0.1486153846,0.4703846154,0.2286923077,0,0
Larry Johnson,1,1,12.18,0.1194,0.1986,0.5346,0.1866,0,2
Larry Nance Jr.,1,27,7.9875,0.11475,0.273125,0.587875,0.13775,0,0
Larry Sanders,1,15,5.583333333,0.05,0.3311666667,0.4715,0.1786666667,0,0
Latrell Sprewell,1,24,18.18888889,0.1816666667,0.1211111111,0.5038888889,0.2492222222,0,4
Lauri Markkanen,1,7,17.1,0.06833333333,0.2268333333,0.5845,0.2195,0,1
Lavoy Allen,2,50,4.65,0.08866666667,0.3005,0.4903333333,0.1378333333,0,0
Lawrence Funderburke,2,51,5.942857143,0.05414285714,0.2528571429,0.5324285714,0.1878571429,0,0
Leandro Barbosa,1,28,10.16428571,0.1527857143,0.1066428571,0.5485,0.2169285714,1,0
LeBron James,1,1,27.2,0.3498,0.2188,0.58935,0.3134,4,19
Lee Nailon,2,43,7.433333333,0.09366666667,0.2028333333,0.5113333333,0.2211666667,0,0
Leon Powe,2,49,5.82,0.033,0.3176,0.5616,0.2016,1,0
Linas Kleiza,1,27,8.628571429,0.064,0.2048571429,0.5272857143,0.2014285714,0,0
Lindsey Hunter,1,10,6.971428571,0.188,0.1021428571,0.4480714286,0.1780714286,2,0
Linton Johnson,0,0,2.7,0.054,0.2488333333,0.3925,0.1408333333,1,0
Lonnie Walker IV,1,18,8.8,0.109,0.1084,0.5116,0.2016,0,0
Lonzo Ball,1,2,11.9,0.253,0.1648,0.5148,0.1778,0,0
Loren Woods,2,45,2.366666667,0.06666666667,0.2786666667,0.491,0.1385,0,0
Lorenzen Wright,1,7,7.253846154,0.05392307692,0.2996923077,0.4688461538,0.1656153846,0,0
Lorenzo Brown,2,52,2.72,0.2336,0.1354,0.406,0.1772,0,0
Lou Amundson,0,0,3,0.0503,0.3045,0.4547,0.1515,0,0
Lou Williams,2,45,13.19411765,0.2211764706,0.1033529412,0.5422941176,0.2502941176,0,0
Loy Vaught,1,13,6.16,0.058,0.341,0.4438,0.1758,0,0
Luc Longley,1,7,7.5,0.1,0.2502,0.4852,0.183,3,0
Luc Mbah a Moute,2,37,5.941666667,0.05058333333,0.1745833333,0.5098333333,0.1341666667,0,0
Lucious Harris,2,28,6.811111111,0.1127777778,0.1278888889,0.492,0.1716666667,0,0
Luis Scola,2,55,11.66,0.1076,0.3003,0.5343,0.2192,0,0
Luka Doncic,1,3,27.7,0.4124,0.2446,0.5794,0.3474,0,4
Luke Babbitt,1,16,4.7375,0.066375,0.189375,0.524875,0.16275,0,0
Luke Kennard,1,12,10.43333333,0.1265,0.1181666667,0.6033333333,0.1685,0,0
Luke Kornet,0,0,4.816666667,0.1,0.1961666667,0.55,0.148,0,0
Luke Ridnour,1,14,9.066666667,0.2705,0.10325,0.5129166667,0.1808333333,0,0
Luke Walton,2,32,4.35,0.2068,0.1835,0.4681,0.1476,2,0
Luol Deng,1,7,13.44666667,0.1060666667,0.185,0.5256666667,0.193,0,2
Luther Head,1,24,7.533333333,0.1695,0.1215,0.5323333333,0.1826666667,0,0
Malcolm Brogdon,2,36,15.78571429,0.2394285714,0.1404285714,0.5744285714,0.221,0,0
Malik Allen,0,0,4.36,0.0555,0.2191,0.4559,0.1687,0,0
Malik Beasley,1,19,10.55714286,0.08957142857,0.1181428571,0.5478571429,0.199,0,0
Malik Monk,1,11,10.81666667,0.1743333333,0.1093333333,0.5463333333,0.2276666667,0,0
Malik Rose,2,44,5.8,0.09115384615,0.2876153846,0.494,0.2013846154,2,0
Mamadou N'diaye,1,26,3.22,0.0118,0.2784,0.5134,0.1626,0,0
Manu Ginobili,2,57,13.15,0.2383125,0.1563125,0.580875,0.2365625,4,2
Marc Gasol,2,48,13.71538462,0.1707692308,0.2592307692,0.5606153846,0.2003846154,1,3
Marc Jackson,2,37,8.385714286,0.06914285714,0.2568571429,0.5054285714,0.21,0,0
Marcin Gortat,2,57,9.183333333,0.06716666667,0.3530833333,0.56625,0.1695,0,0
Marco Belinelli,1,18,9.307692308,0.1125384615,0.09661538462,0.544,0.1906153846,1,0
Marcus Banks,1,13,5.1875,0.21925,0.10025,0.5285,0.194,0,0
Marcus Camby,1,2,9.188235294,0.09547058824,0.3790588235,0.4902941176,0.1672352941,0,0
Marcus Fizer,1,4,9.033333333,0.1025,0.2663333333,0.4941666667,0.251,0,0
Marcus Morris,1,14,9.716666667,0.0815,0.1783333333,0.4958333333,0.1981666667,0,0
Marcus Morris Sr.,1,14,14.03333333,0.08016666667,0.1683333333,0.5626666667,0.2065,0,0
Marcus Smart,1,6,10.68888889,0.2127777778,0.1201111111,0.5135555556,0.173,0,0
Marcus Thornton,2,43,11.5875,0.101375,0.1405,0.525125,0.227125,0,0
Mario Chalmers,2,34,8.877777778,0.2131111111,0.108,0.5456666667,0.1748888889,2,0
Mario Elie,7,160,8.34,0.144,0.1108,0.5872,0.1364,3,0
Mario Hezonja,1,5,6.84,0.104,0.1724,0.5114,0.18,0,0
Mark Blount,2,54,7.411111111,0.05733333333,0.2313333333,0.5303333333,0.1773333333,0,0
Mark Bryant,1,21,4.571428571,0.06757142857,0.2474285714,0.4875714286,0.143,0,0
Mark Jackson,1,18,7.1375,0.416625,0.146,0.503875,0.157,0,1
Mark Madsen,1,29,1.866666667,0.04877777778,0.2424444444,0.429,0.09655555556,2,0
Mark Pope,2,52,1.183333333,0.0395,0.189,0.3655,0.1231666667,0,0
Mark Strickland,0,0,3.914285714,0.04042857143,0.303,0.4928571429,0.1874285714,0,0
Markelle Fultz,1,1,10.85,0.3016666667,0.1305,0.4873333333,0.2233333333,0,0
Markieff Morris,1,13,9.95,0.1026666667,0.2174166667,0.5278333333,0.2015,1,0
Marko Jaric,2,30,7.114285714,0.223,0.1272857143,0.4837142857,0.1632857143,0,0
Marquese Chriss,1,8,6.9,0.105,0.3016666667,0.5045,0.2011666667,0,0
Marquis Daniels,0,0,7.65,0.1344,0.15,0.4919,0.1884,0,0
Marreese Speights,1,16,7.91,0.0775,0.303,0.527,0.2507,1,0
MarShon Brooks,1,25,9.84,0.1476,0.1396,0.5446,0.2376,0,0
Martell Webster,1,6,7.48,0.0608,0.139,0.4891,0.1606,0,0
Marvin Bagley III,1,2,13.3,0.0548,0.2778,0.5532,0.2214,0,0
Marvin Williams,1,2,10.20666667,0.072,0.2054666667,0.5496666667,0.1644666667,0,0
Mason Plumlee,1,22,8.54,0.1589,0.3114,0.6093,0.1643,0,0
Mateen Cleaves,1,14,2.716666667,0.2648333333,0.0945,0.4068333333,0.2048333333,0,0
Matt Barnes,2,45,7.771428571,0.1140714286,0.2232857143,0.5379285714,0.1605,1,0
Matt Bonner,2,45,5.591666667,0.06416666667,0.2058333333,0.5854166667,0.1505,2,0
Matt Bullard,0,0,5.066666667,0.0815,0.1388333333,0.526,0.1591666667,1,0
Matt Carroll,0,0,5.08,0.0978,0.1168,0.4528,0.1704,0,0
Matt Geiger,2,42,8.383333333,0.05116666667,0.2846666667,0.4493333333,0.212,0,0
Matt Harpring,1,15,10.87272727,0.09781818182,0.2256363636,0.5264545455,0.1995454545,0,0
Matt Maloney,0,0,5.7,0.1928333333,0.07466666667,0.4795,0.1421666667,0,0
Matthew Dellavedova,0,0,4.688888889,0.2785555556,0.09377777778,0.4783333333,0.1401111111,1,0
Maurice Evans,0,0,6.1,0.06988888889,0.136,0.5292222222,0.1621111111,0,0
Maurice Harkless,1,15,6.53,0.058,0.1604,0.5409,0.1335,0,0
Maurice Taylor,1,14,10.43333333,0.08666666667,0.2262222222,0.4835555556,0.2295555556,0,0
Maxi Kleber,0,0,6.883333333,0.0685,0.192,0.5825,0.1225,0,0
Mehmet Okur,2,37,12.25,0.108,0.2845,0.5367,0.2096,1,1
Melvin Ely,1,12,4.511111111,0.06577777778,0.2114444444,0.4952222222,0.1658888889,1,0
Metta World Peace,1,16,13.01176471,0.135,0.1635882353,0.4986470588,0.2121764706,1,1
Meyers Leonard,1,11,5.12,0.0801,0.2721,0.6049,0.1492,0,0
Michael Beasley,1,2,11.69090909,0.1025454545,0.2305454545,0.525,0.2662727273,0,0
Michael Bradley,1,17,2.08,0.0594,0.2968,0.5014,0.129,0,0
Michael Carter-Williams,1,11,8.788888889,0.2576666667,0.1787777778,0.4735555556,0.2052222222,0,0
Michael Curry,0,0,4.266666667,0.1031111111,0.09644444444,0.5144444444,0.1128888889,0,0
Michael Dickerson,1,14,12.2,0.1246,0.093,0.5126,0.1994,0,0
Michael Doleac,1,12,4.63,0.0596,0.2578,0.4734,0.1688,1,0
Michael Finley,1,21,15.59285714,0.1349285714,0.1409285714,0.5256428571,0.2129285714,1,2
Michael Kidd-Gilchrist,1,2,8.4125,0.072875,0.232,0.522125,0.161,0,0
Michael Olowokandi,1,1,7.744444444,0.04244444444,0.2926666667,0.4535555556,0.1825555556,0,0
Michael Redd,2,43,16.15833333,0.113,0.13125,0.52175,0.2538333333,0,1
Michael Ruffin,2,32,1.555555556,0.05555555556,0.3303333333,0.4073333333,0.09111111111,0,0
Michael Smith,2,35,5.32,0.096,0.3612,0.5562,0.1092,0,0
Michael Stewart,0,0,1.775,0.036625,0.291375,0.450125,0.10825,0,0
Mickael Pietrus,1,11,7.99,0.0592,0.1587,0.5306,0.1808,0,0
Mikal Bridges,1,10,13.04,0.0986,0.1234,0.6114,0.1526,0,0
Mike Bibby,1,2,14.17857143,0.2602857143,0.1051428571,0.5263571429,0.2035714286,0,0
Mike Conley,1,4,14.78125,0.28,0.1029375,0.549,0.2156875,0,1
Mike Dunleavy,1,3,11.08666667,0.1232,0.1657333333,0.5531333333,0.1821333333,0,0
Mike James,0,0,7.8,0.2600714286,0.1095,0.4706428571,0.2177142857,1,0
Mike Miller,1,5,9.705882353,0.1517058824,0.1886470588,0.5677058824,0.1642941176,2,0
Mike Muscala,2,44,6.14,0.0817,0.2155,0.5827,0.1649,0,0
Mike Scott,2,43,6.166666667,0.08944444444,0.2064444444,0.5273333333,0.1791111111,0,0
Mike Wilks,0,0,2.7,0.1911428571,0.1142857143,0.5112857143,0.1554285714,1,0
Mikki Moore,0,0,4.815384615,0.072,0.2424615385,0.6127692308,0.153,0,0
Miles Plumlee,1,26,4.185714286,0.06557142857,0.2818571429,0.529,0.1501428571,0,0
Milt Palacio,0,0,4.657142857,0.2444285714,0.1178571429,0.476,0.1671428571,0,0
Mirza Teletovic,0,0,7.716666667,0.08166666667,0.1973333333,0.5438333333,0.2008333333,0,0
Mitch Richmond,1,5,17.75,0.1571666667,0.1118333333,0.5365,0.2521666667,1,6
Mitchell Butler,0,0,3.28,0.1142,0.141,0.4846,0.1644,0,0
Mitchell Robinson,2,36,8.24,0.0374,0.3014,0.6868,0.1146,0,0
Mo Bamba,1,6,7.36,0.0808,0.2996,0.5642,0.1766,0,0
Mo Williams,2,47,12.89230769,0.2723846154,0.1090769231,0.5235384615,0.227,1,1
Monta Ellis,2,40,17.65833333,0.2069166667,0.1128333333,0.519,0.2438333333,0,0
Monte Morris,2,51,9.3,0.2383333333,0.093,0.5975,0.1601666667,0,0
Montrezl Harrell,2,32,11.3875,0.0965,0.231,0.6435,0.20075,0,0
Monty Williams,1,24,5.928571429,0.1062857143,0.1647142857,0.472,0.1941428571,0,0
Moochie Norris,2,33,4.377777778,0.2816666667,0.1392222222,0.4452222222,0.1784444444,0,0
Mookie Blaylock,1,12,11.6,0.3058333333,0.1336666667,0.4656666667,0.1873333333,0,1
Moritz Wagner,1,25,7.98,0.1114,0.2178,0.6008,0.1984,0,0
Morris Peterson,1,21,9.490909091,0.08281818182,0.1573636364,0.5152727273,0.1779090909,0,0
Muggsy Bogues,1,12,4.78,0.3216,0.1026,0.4204,0.1222,0,0
Myles Turner,1,11,13.3,0.0625,0.237125,0.585125,0.193875,0,0
Nate Robinson,1,21,9.690909091,0.2347272727,0.1058181818,0.4762727273,0.216,0,0
Nazr Mohammed,1,29,4.961111111,0.03661111111,0.3279444444,0.5003888889,0.187,1,0
Nemanja Bjelica,2,35,7.4,0.131,0.2288571429,0.5735714286,0.159,1,0
Nenad Krstic,1,24,10.38571429,0.05771428571,0.2522857143,0.5275714286,0.1968571429,0,0
Nene,1,7,10.12941176,0.1037647059,0.2492352941,0.5407058824,0.2122352941,0,0
Nerlens Noel,1,6,6.333333333,0.075,0.2844444444,0.5754444444,0.1367777778,0,0
Nick Anderson,1,11,9.8,0.1188333333,0.1765,0.4505,0.2006666667,0,0
Nick Collison,1,12,5.357142857,0.08628571429,0.2807142857,0.5785714286,0.1317142857,0,0
Nick Van Exel,2,37,13.95,0.3154,0.102,0.5001,0.2226,0,1
Nick Young,1,16,10.88333333,0.07191666667,0.09266666667,0.5306666667,0.2161666667,1,0
Nicolas Batum,1,25,10.36666667,0.1546,0.1821333333,0.5647333333,0.158,0,0
Nik Stauskas,1,8,5.833333333,0.1071666667,0.1033333333,0.5296666667,0.1641666667,0,0
Nikola Jokic,2,41,20.4,0.327,0.353125,0.6285,0.259,1,5
Nikola Mirotic,1,23,12.68,0.0812,0.2482,0.5654,0.2138,0,0
Nikola Pekovic,2,31,11.7,0.06333333333,0.2776666667,0.5491666667,0.2161666667,0,0
Nikola Vucevic,1,16,16.7,0.1459166667,0.3531666667,0.5375833333,0.2425833333,0,2
Noah Vonleh,1,9,3.675,0.07225,0.29175,0.458125,0.145125,0,0
Norman Powell,2,46,12.3375,0.10525,0.12,0.57975,0.208875,1,0
Norris Cole,1,28,6.716666667,0.1933333333,0.106,0.4601666667,0.1946666667,2,0
O.J. Mayo,1,3,13.2625,0.1555,0.11675,0.522125,0.21825,0,0
OG Anunoby,1,23,11.3,0.0758,0.149,0.577,0.1616,1,0
Olden Polynice,1,8,6.45,0.0785,0.299,0.397,0.1651666667,0,0
Oliver Miller,1,22,4.48,0.1026,0.2748,0.5274,0.1478,0,0
Omer Asik,2,36,4.625,0.042125,0.3775,0.52575,0.123375,0,0
Omri Casspi,1,23,7.48,0.0879,0.2201,0.549,0.1724,0,0
Othella Harrington,2,30,6.683333333,0.05225,0.2615833333,0.5440833333,0.184,0,0
Otis Thorpe,1,9,8.58,0.1044,0.2722,0.5324,0.176,1,1
Otto Porter Jr.,1,3,9.7,0.0878,0.1972,0.563,0.1614,1,0
P.J. Brown,2,29,8.858333333,0.07691666667,0.302,0.51225,0.1504166667,1,0
P.J. Tucker,2,35,5.85,0.05983333333,0.1765,0.552,0.08966666667,1,0
Pascal Siakam,1,27,17.1,0.1608571429,0.2165714286,0.5615714286,0.2222857143,1,2
Pat Connaughton,2,41,5.7,0.0975,0.17575,0.550375,0.134875,1,0
Pat Garrity,1,19,5.87,0.0677,0.1413,0.4941,0.1587,0,0
Patrick Beverley,2,42,8.718181818,0.1760909091,0.1578181818,0.5461818182,0.1473636364,0,0
Patrick Ewing,1,1,15.18333333,0.07116666667,0.3331666667,0.5145,0.2585,0,11
Patrick McCaw,2,38,3.24,0.1238,0.0978,0.6254,0.0912,3,0
Patrick Patterson,1,14,6.563636364,0.07227272727,0.1998181818,0.543,0.144,0,0
Patty Mills,2,55,8.464285714,0.178,0.08628571429,0.5565714286,0.21,1,0
Pau Gasol,1,3,16.56111111,0.167,0.3079444444,0.5615,0.2285,2,6
Paul George,1,10,19.8,0.1806153846,0.1989230769,0.5603846154,0.2728461538,0,8
Paul Millsap,2,47,13.1,0.1204375,0.28025,0.555125,0.209375,0,4
Paul Pierce,1,10,18.93157895,0.1708421053,0.1870526316,0.5656315789,0.2564210526,1,10
Peja Stojakovic,1,14,16.32307692,0.08176923077,0.1542307692,0.5675384615,0.2124615385,1,3
PJ Dozier,0,0,3.82,0.1306,0.1906,0.4526,0.234,0,0
PJ Tucker,2,35,6.9,0.07816666667,0.2411666667,0.5268333333,0.1358333333,1,0
Popeye Jones,2,41,4.325,0.070875,0.30475,0.404,0.143625,0,0
Primoz Brezec,1,27,4.875,0.052625,0.245875,0.48575,0.17925,0,0
Quentin Richardson,1,18,9.630769231,0.08615384615,0.2073076923,0.477,0.1871538462,0,0
Quincy Acy,2,37,4.457142857,0.06285714286,0.233,0.5404285714,0.1332857143,0,0
Quincy Pondexter,1,26,4.385714286,0.08371428571,0.1347142857,0.5247142857,0.1444285714,0,0
Quinn Cook,0,0,6.08,0.1734,0.0974,0.5554,0.196,2,0
Quinton Ross,0,0,3.771428571,0.07171428571,0.1238571429,0.4545714286,0.118,0,0
Raef LaFrentz,1,3,9.4,0.0627,0.261,0.5272,0.1732,0,0
Rafer Alston,2,39,8.945454545,0.2981818182,0.1123636364,0.4649090909,0.1900909091,0,0
Raja Bell,0,0,9.2,0.08825,0.1135,0.5265,0.15875,0,0
Rajon Rondo,1,21,9.61875,0.3946875,0.1673125,0.4980625,0.18425,2,4
Ramon Sessions,2,56,9.754545455,0.2945454545,0.1277272727,0.5214545455,0.2099090909,0,0
Randy Brown,2,31,4.2,0.3258571429,0.09642857143,0.375,0.1405714286,3,0
Randy Foye,1,7,10.38181818,0.1758181818,0.1017272727,0.5192727273,0.1954545455,0,0
Randy Livingston,2,42,3.045454545,0.2232727273,0.1072727273,0.3461818182,0.1473636364,0,0
Rashard Lewis,2,32,13.76875,0.0825,0.1844375,0.544125,0.20375,1,2
Rasheed Wallace,1,4,14.27333333,0.08986666667,0.2466,0.5337333333,0.218,1,4
Rasho Nesterovic,1,17,6.466666667,0.07183333333,0.26925,0.4960833333,0.1613333333,1,0
Rasual Butler,2,52,6.815384615,0.06807692308,0.1303076923,0.5038461538,0.1723846154,0,0
Raul Neto,2,47,5.35,0.203,0.09875,0.559125,0.166125,0,0
Ray Allen,1,5,18.88333333,0.1593333333,0.1346666667,0.5823333333,0.2347222222,2,10
Raymond Felton,1,5,10.58571429,0.2713571429,0.1122142857,0.4960714286,0.2005,0,0
Reggie Bullock,1,25,6.98,0.0732,0.1277,0.5468,0.1342,0,0
Reggie Evans,0,0,3.992307692,0.04523076923,0.4484615385,0.5014615385,0.1237692308,0,0
Reggie Jackson,1,24,12.40833333,0.2614166667,0.1216666667,0.516,0.235,1,0
Reggie Miller,1,11,16.71111111,0.1348888889,0.09288888889,0.5983333333,0.2047777778,0,5
Reggie Slater,0,0,4.983333333,0.05766666667,0.2553333333,0.5421666667,0.2073333333,0,0
Reggie Williams,0,0,6.642857143,0.1394285714,0.1218571429,0.5394285714,0.2002857143,0,0
Renaldo Balkman,1,20,3.233333333,0.0725,0.2528333333,0.5098333333,0.1376666667,0,0
Richard Hamilton,1,7,16.58571429,0.1915,0.1114285714,0.5195,0.2645,1,3
Richard Jefferson,1,13,12.22352941,0.1157058824,0.1549411765,0.5619411765,0.186,1,0
Richaun Holmes,2,37,8.7625,0.07475,0.263625,0.63925,0.16375,0,0
Rick Brunson,0,0,2.822222222,0.2992222222,0.1186666667,0.4496666667,0.1666666667,0,0
Rick Fox,1,24,9.275,0.1635,0.152875,0.524625,0.171,3,0
Ricky Davis,1,21,11.45833333,0.1885833333,0.135,0.5141666667,0.21925,0,0
Ricky Rubio,1,5,10.66666667,0.3573333333,0.1471666667,0.5005833333,0.1924166667,0,0
Robert Covington,0,0,10.28,0.0688,0.192,0.5613,0.1712,0,0
Robert Horry,1,11,5.55,0.1194166667,0.2360833333,0.5085833333,0.1374166667,7,0
Robert Pack,0,0,7.175,0.333,0.103875,0.467125,0.2115,0,0
Robert Traylor,1,6,4.685714286,0.08128571429,0.3094285714,0.5047142857,0.179,0,0
Robert Williams III,1,27,6.74,0.0914,0.3144,0.7274,0.1212,0,0
Robin Lopez,1,15,8.126666667,0.06246666667,0.2247333333,0.5799333333,0.1732666667,0,0
Rod Strickland,1,19,10.86666667,0.3682222222,0.1384444444,0.4737777778,0.2073333333,0,0
Rodney Buford,2,53,5.58,0.0814,0.1518,0.4406,0.2,0,0
Rodney Carney,1,16,5.8,0.0498,0.1542,0.512,0.1852,0,0
Rodney Hood,1,23,10.05,0.100375,0.112,0.53175,0.180625,0,0
Rodney McGruder,0,0,5.6,0.08771428571,0.1372857143,0.55,0.1345714286,0,0
Rodney Rogers,1,9,10.67777778,0.138,0.214,0.516,0.2134444444,0,0
Rodney Stuckey,1,15,12.2,0.2153,0.1264,0.5101,0.2322,0,0
Roger Mason Jr.,2,30,5.21,0.1234,0.1184,0.5066,0.1685,0,0
Ron Harper,1,8,8.06,0.1678,0.1612,0.498,0.1608,5,0
Ron Mercer,1,6,12.8875,0.122375,0.115,0.458875,0.228125,0,0
Ronald Dupree,0,0,2.4,0.0995,0.2566666667,0.4295,0.1573333333,0,0
Rondae Hollis-Jefferson,1,23,7.8,0.1345,0.2401666667,0.52,0.1691666667,0,0
Ronnie Brewer,1,14,6.9375,0.10125,0.142375,0.48575,0.143,0,0
Ronnie Price,0,0,3.4,0.2,0.1089166667,0.4453333333,0.1646666667,0,0
Ronny Turiaf,2,37,3.86,0.1064,0.2394,0.5103,0.111,1,0
Roy Hibbert,1,17,9.788888889,0.08577777778,0.2734444444,0.5225555556,0.2012222222,0,2
Royal Ivey,2,37,2.77,0.1033,0.132,0.448,0.145,0,0
Royce O'Neale,0,0,6.616666667,0.117,0.1728333333,0.5753333333,0.112,0,0
Ruben Patterson,2,31,9.72,0.1096,0.2005,0.543,0.2099,0,0
Rudy Gay,1,8,15.53529412,0.11,0.2040588235,0.5345294118,0.2331764706,0,0
Rudy Gobert,1,27,12.16,0.064,0.3918,0.6525,0.158,0,3
Russell Westbrook,1,4,22.48,0.3956666667,0.2158666667,0.5248,0.3116,0,9
Rusty LaRue,0,0,4.86,0.1542,0.1114,0.4632,0.1862,1,0
Ryan Anderson,1,21,11.36666667,0.06741666667,0.2475833333,0.5351666667,0.2036666667,0,0
Ryan Arcidiacono,0,0,3.2,0.1595,0.1078333333,0.5413333333,0.1063333333,0,0
Ryan Bowen,2,55,2.67,0.0568,0.1826,0.5444,0.1004,0,0
Ryan Gomes,2,50,8.4,0.07575,0.188875,0.489625,0.16075,0,0
Ryan Hollins,2,50,3.5,0.0339,0.2199,0.6221,0.141,0,0
Sam Cassell,1,24,16.8,0.3359166667,0.11825,0.5400833333,0.26225,3,1
Sam Dekker,1,18,3.36,0.0438,0.1582,0.3204,0.091,0,0
Sam Mack,0,0,7.08,0.0952,0.1128,0.4872,0.183,0,0
Sam Mitchell,3,54,7.683333333,0.09933333333,0.1593333333,0.4988333333,0.182,0,0
Sam Perkins,1,4,6.72,0.0778,0.1996,0.5428,0.16,0,0
Samaki Walker,1,9,4.64,0.0442,0.2737,0.4674,0.1659,1,0
Samuel Dalembert,1,26,7.2,0.03853846154,0.3811538462,0.5425384615,0.1581538462,0,0
Sasha Pavlovic,1,19,4.66,0.0896,0.1316,0.4791,0.1626,0,0
Sasha Vujacic,1,27,4.87,0.1243,0.1577,0.5017,0.179,2,0
Scot Pollard,1,19,3.890909091,0.03836363636,0.312,0.5265454545,0.1263636364,1,0
Scott Burrell,1,20,5.48,0.094,0.1804,0.4974,0.1732,1,0
Scott Padgett,1,28,3.7,0.090375,0.2695,0.495375,0.172125,0,0
Scott Williams,0,0,4.533333333,0.04744444444,0.3015555556,0.4614444444,0.1683333333,3,0
Scottie Pippen,1,5,13.125,0.239625,0.185375,0.519625,0.20525,6,7
Sean Elliott,1,3,9.86,0.1238,0.1458,0.5072,0.1872,1,2
Sean Marks,2,44,2.454545455,0.03354545455,0.2461818182,0.4953636364,0.1793636364,1,0
Sean Rooks,2,30,3.6875,0.07875,0.233875,0.479875,0.15625,0,0
Sebastian Telfair,1,13,7.36,0.2698,0.0907,0.4801,0.1995,0,0
Semi Ojeleye,2,37,3.46,0.0436,0.1444,0.5114,0.1118,0,0
Serge Ibaka,1,24,11.45,0.04971428571,0.2732857143,0.5706428571,0.1867142857,1,0
Sergio Rodriguez,1,27,5.02,0.3574,0.1174,0.489,0.1938,0,0
Seth Curry,0,0,8.677777778,0.1228888889,0.1224444444,0.5285555556,0.1701111111,0,0
Shabazz Muhammad,1,14,8.56,0.0554,0.1898,0.537,0.229,0,0
Shabazz Napier,1,24,6.883333333,0.2246666667,0.117,0.5233333333,0.201,0,0
Shai Gilgeous-Alexander,1,11,21.88,0.236,0.1334,0.5856,0.2632,0,1
Shake Milton,2,54,8.68,0.1738,0.1154,0.5482,0.1842,0,0
Shammond Williams,2,34,4.828571429,0.3412857143,0.09857142857,0.5172857143,0.2001428571,0,0
Shandon Anderson,2,54,7.15,0.0975,0.167,0.5256,0.1702,1,0
Shane Battier,1,6,8.492307692,0.08592307692,0.1533076923,0.5587692308,0.1256153846,2,0
Shannon Brown,1,25,6.366666667,0.1022222222,0.107,0.484,0.2132222222,2,0
Shaquille Harrison,0,0,5.15,0.1818333333,0.1658333333,0.4763333333,0.1571666667,0,0
Shaquille O'Neal,1,1,21.88,0.1303333333,0.3434666667,0.5880666667,0.2878666667,4,15
Shareef Abdur-Rahim,1,3,16.90833333,0.13325,0.247,0.5311666667,0.2396666667,0,1
Shaun Livingston,1,4,6.342857143,0.2169285714,0.1297142857,0.5315,0.1570714286,3,0
Shavlik Randolph,0,0,2.3125,0.04425,0.388375,0.458625,0.174875,0,0
Shawn Bradley,1,2,7.277777778,0.042,0.2913333333,0.5244444444,0.1614444444,0,0
Shawn Kemp,1,17,13.48571429,0.1,0.3198571429,0.5152857143,0.2501428571,0,6
Shawn Marion,1,9,14.7625,0.088875,0.279375,0.537375,0.197,1,4
